Resource ID(s),Unique Identifier,Item Title,Subject,Description,Ancillary Materials,Date,Date Type,Physical Format,Storage Location,Duration Physical,Condition,Contributor,Publisher,Written notes on casing,Preservation Checksum Value,Preservation Filename,Preservation File Location,Preservation Filesize,Digital QC notes,Digitization Grant,Digitization Vendor,Preservation Sample Rate,Preservation Bit Depth,Proxy Filename,Duration Digital,Identifier2,IdentifierSource2
12325,7-0429,7-0429 title,"Agriculture, Science/Technology, Environment/Climate",soil   science= an explosive mixture,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:20:00,,George McRobie,,,,,,,,,,,,,,,
12320,7-0424,7-0424 title,Environment/Climate,interview w/ green activists,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
12313,7-0417,7-0417 title,"Environment/Climate, Youth, Activism",kids and the env. revolution,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:25:12,,,,,,,,,,,,,,,,,
12300,7-0404,I. F. Stone speech,"Government/Politics, Media",,,,unknown,1/4 inch audio tape,KBOO Archives Room,02:00:00,,I. F. Stone,,,,,,,,,,,,,,,
12286,7-0390,7-0390 title,"Economy, Government/Politics",The Power Elite in the US,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,William Domhoff,,,,,,,,,,,,,,,
12279,7-0383,7-0383 title,Government/Politics,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:24:01,Mold/Fungus;,Marcus Raskin,,,,,,,,,,,,,,,
12273,7-0377,Portland Media Forum,Media,"A critique of our city's media by a group of local jolurnalists icluding Patty Maintia of Willamette Week, Paul Hanson of KGON, Tom Bates of Oregon Times, Micheal Sroufe of KBOO, Bob Shindleman of Portland Scribe and moderated by Michael Wells, founder of The Scribe, former reporter for Willamette Week and freelance video tape producer.",,,unknown,1/4 inch audio tape,KBOO Archives Room,00:49:00,,"Dave Kelly (KBOO Producer), Michael Wells (moderator)",KBOO,"Broadcast February 29, 8pm.",,,,,,,,,,,,,
12265,7-0369,7-0369 title,"latin america, Government/Politics",state rep. describes trip to Honduras,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:15:00,,Mike Burton,,,,,,,,,,,,,,,
12259,7-0363,7-0363 title,"latin america, Faith/Religion/Spirituality",interview w/sister of murdered Salvadoran bishop,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Oscar Romero,,,,,,,,,,,,,,,
12258,7-0362,7-0362 title,"latin america, Labor",Guatemalan Coca-Cola workers,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:10:00,,,,,,,,,,,,,,,,,
12257,7-0361,7-0361 title,"latin america, War/Peace",opposition to ElSalvador gov't,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Arnaldo Ramos,,,,,,,,,,,,,,,
12256,7-0360,7-0360 title,latin america,Portland State University prof. on Brazil-Argentina relations,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Fred Nunn,,,,,,,,,,,,,,,
12255,7-0359,7-0359 title,"latin america, Government/Politics",on opposition to gov't in Chile,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:27:00,,Omar Williams,,,,,,,,,,,,,,,
12248,7-0352,7-0352 title,Government/Politics,presidential candidate(senator from Illinois),,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Paul Simon,,,,,,,,,,,,,,,
12237,7-0341,7-0341 title,Government/Politics,interview,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Noam Chomsky,,,,,,,,,,,,,,,
12231,7-0335,7-0335 title,"Arts/Culture, latin america",intvws. w/people involved in CentralAmerica mural,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:13:18,,,,,,,,,,,,,,,,,
12225,7-0329,7-0329 title,Fiction,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,Uneven tape pack; Mold/Fungus;,Toni Morrison,,,,,,,,,,,,,,,
12219,7-0323,7-0323 title,"Global Affairs, Arts/Culture",art against apartheid,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Dennis Brutus,,,,,,,,,,,,,,,
12216,7-0320,7-0320 title,African American,civil rights history,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:23:00,,Martin King,,,,,,,,,,,,,,,
12205,7-0310,7-0310 title,Arts/Culture,architect of the Portland Building-postmodernism,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:27:00,,Michael Graves,,,,,,,,,,,,,,,
12201,7-0306,"Ursula Le Guin on censorship, creativity, and pornography","Civil Liberties, Fiction",,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:25:00,,Ursula Le Guin,KBOO,,,,,,,Spirit Mountain Community Fund,The MediaPreserve,,,,,,
12200,7-0305,7-0305 title,Arts/Culture,Dianne Schuster in 'Evita',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:22:06,,Fred Luck,,,,,,,,,,,,,,,
12197,7-0302,7-0302 title,"Arts/Culture, Government/Politics, Poetry","CarlSandberg, AlistairCooke in conversation",,,unknown,1/4 inch audio tape,KBOO Archives Room,00:40:00,,Frank Lloyd Wright,,,,,,,,,,,,,,,
12194,7-0299,7-0299 title,Arts/Culture,,,,unknown,1/4 inch audio tape,Missing,00:19:24,,Phyllis Yes,,,,,,,,,,,,,,,
12186,7-0291,7-0291 title,Drugs,history of marijuana,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:10:00,,Joel Fort,,,,,,,,,,,,,,,
12168,7-0273,Bill Resnick interviews Shafik Abu-Tahir,"African American, Arts/Culture","Shafik Abu-Tahir from African Voices Alliance, a Philadelphia-based collective. Emergence of black consciousness. Grassroots osrganizing with view toward revolutionary change.",,,unknown,1/4 inch audio tape,KBOO Archives Room,00:23:00,,Shafik Abu,KBOO,,,,,,,Spirit Mountain Community Fund,The MediaPreserve,,,,,,
12165,7-0270,7-0270 title,Arts/Culture,1-woman story/show'Talkapella',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Zoa Smith,,,,,,,,,,,,,,,
12161,7-0266,7-0266 title,Arts/Culture,directed 'LittleWomen: ATragedy',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:16:24,,E.J. Westlake,,,,,,,,,,,,,,,
12159,7-0264,7-0264 title,"Film, War/Peace",made film on Nazis in her home town,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:12:09,,Anya Rasmus,,,,,,,,,,,,,,,
12157,7-0262,7-0262 title,"Arts/Culture, Health, Women",TellMommaGoodbye' about women and AIDS,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:20:27,,,,,,,,,,,,,,,,,
12153,7-0258,7-0258 title,Arts/Culture,Czech set designer,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:28:00,,Petr Matacek,,,,,,,,,,,,,,,
12152,7-0257,7-0257 title,Arts/Culture,interview,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:08:00,,Henk Pender,,,,,,,,,,,,,,,
12148,7-0253,7-0253 title,Arts/Culture,on 'camp' in current theatre and opera,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:27:00,,Jon Kretzu,,,,,,,,,,,,,,,
12147,7-0252,7-0252 title,Arts/Culture,1-woman show:Letters to Distant Men,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:25:18,,Leigh Clark,,,,,,,,,,,,,,,
12143,7-0248,7-0248 title,Film,wrote/directed 'Mistress',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:16:24,,Barry Primus,,,,,,,,,,,,,,,
12136,7-0241,7-0241 title,Arts/Culture,2 plays,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
12131,7-0236,7-0236 title,Fiction,wrote York Ferry,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:23:17,,Annie Dawid,,,,,,,,,,,,,,,
12129,7-0234,7-0234 title,"Fiction, Government/Politics",wrote S.Mack'sRealLifeAmer. Revolution,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:34:21,,Stan Mack,,,,,,,,,,,,,,,
12128,7-0233,7-0233 title,Fiction,librarian discusses end of the world fiction,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:26:31,,Flora Persons,,,,,,,,,,,,,,,
12125,7-0230,7-0230 title,Media,interview,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:10:00,,Dan Rather,,,,,,,,,,,,,,,
12124,7-0229,7-0229 title,"Media, Science/Technology",the culture of t.v.,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Mark Crispin Miller,,,,,,,,,,,,,,,
12118,7-0223,7-0223 title,Poetry,The Literary Biosphere,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:18,,,,,,,,,,,,,,,,,
12116,7-0221,7-0221 title,Fiction,panel discusses Clarke,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:53:03,,Arthur Clarke,,,,,,,,,,,,,,,
12111,7-0216,7-0216 title,"Government/Politics, Housing/Homelessness",Portland mayor at Baloney Joe's shelter,,,unknown,1/4 inch audio tape,Missing,00:30:00,,Bud Clark,,,,,,,,,,,,,,,
12110,7-0215,7-0215 title,"Education, Science/Technology",hi-tech in Portland schools,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:20:00,,Matthew Prophet,,,,,,,,,,,,,,,
12108,7-0213,7-0213 title,Fiction,wrote Black Betty,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:32:32,,Walter Moseley,,,,,,,,,,,,,,,
12104,7-0209,7-0209 title,Fiction,Eugust' from The Street of Crocodiles,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Bruno Schulz,,,,,,,,,,,,,,,
12103,7-0208,7-0208 title,Radio Theater,Dracula-Mercury Theatre of the Air,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:57:00,,Bram Stoker,,,,,,,,,,,,,,,
12095,7-0200,7-0200 title,"Radio Theater, Government/Politics",play about Russian Revolution 1917,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:26:12,,Boris Lavrenyov,,,,,,,,,,,,,,,
12092,7-0197,7-0197 title,Radio Theater,Crush',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:28:00,,,,,,,,,,,,,,,,,
12086,7-0191,7-0191 title,Fiction,"intvw. Gary Miranda, editor",,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Clyde Rice,,,,,,,,,,,,,,,
12082,7-0187,7-0187 title,Radio Theater,2 sci. fic stories,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:57:00,,,,,,,,,,,,,,,,,
12069,7-0173,7-0173 title,"Radio Theater, Fiction, Youth",Jahou & the Giant Trouble,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:18:34,,"Tina Hubbs, Dave Taylor (prod)",KOPN,,,,,,,,,,,,,,
12066,7-0170,7-0170 title,Radio Theater,adaptation of Robinson Crusoe,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Jonathan Swift,,,,,,,,,,,,,,,
12063,7-0167,7-0167 title,Radio Theater,Duffy's Tavern,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:47:24,,Dave Taylor (prod),KOPN,,,,,,,,,,,,,,
12059,7-0163,7-0163 title,Radio Theater,two short plays,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,"Tom Stoppard, Philip Levene (authors), Michael Bakewell (prod)",BBC,,,,,,,,,,,,,,
12058,7-0162,7-0162 title,Radio Theater,two plays,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:27:00,,"Nicholas Palmer, Tony Williamson, Kenneth Hyde, John Ruddock (authors), William Glen Doepel, Ronald Mason (prod)",BBC,,,,,,,,,,,,,,
12056,7-0160,7-0160 title,"Fiction, Radio Theater",The Hobbit-dramatization,,,unknown,1/4 inch audio tape,KBOO Archives Room,02:00:00,,J.R.R. Tolkein,,,,,,,,,,,,,,,
12049,7-0153,7-0153 title,"Environment/Climate, Faith/Religion/Spirituality, Fiction",wrote The Chalice and the Blade,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:21:07,,Riane Eisler,,,,,,,,,,,,,,,
12047,7-0151,7-0151 title,Radio Theater,The Comfort Cage',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:06,,Mabou Mines (prod),ZBS Foundation,,,,,,,,,,,,,,
12046,7-0150,Jim Blashfield Interview,Film,intvw.,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Jim Blashfield,,,,,,,,,,,,,,,
12041,7-0145,Les Blank Interview,Film,interview,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Les Blank,,,,,,,,,,,,,,,
12039,7-0143,On Paul Glavin of the Left Green Network,Environment/Climate,PaulGlavin of Left Green Network,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Charlie Betey,,,,,,,,,,,,,,,
12036,7-0140,Babylifts from Vietnam,"Youth, Immigration, Global Affairs",babylifts' from Viet Nam,,,unknown,1/4 inch audio tape,KBOO Archives Room,01:00:00,,,,,,,,,,,,,,,,,
12031,7-0135,On the European Peace Initiative,War/Peace,on European Peace initiative,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:17:00,,Guido Grundewald,,,,,,,,,,,,,,,
12029,7-0133,Begatting of the President,Radio Theater,Begatting of the President',,,unknown,1/4 inch audio tape,KBOO Archives Room,01:00:00,,,,,,,,,,,,,,,,,
12026,7-0130,Laurie Meeker,"Film, Women",LaurieMeeker-indie filmmakers,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Elaine Velasquez,,,,,,,,,,,,,,,
12014,7-0118,7-0118 title,latin america,wrote Don't Be Afraid Gringo,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:13:06,,Elvia Alvarado,,,,,,,,,,,,,,,
12013,7-0117,On Fats and Oils,Food,on fats and oils-nutrition,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:26:00,,Udo Erasmus,,,,,,,,,,,,,,,
12012,7-0116,Biopotency-Guide to Sexual Success,Sexuality,Richard B.-BioPotency-guide to sexual success,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:19:06,,Deborah Berger,,,,,,,,,,,,,,,
12011,7-0115,Walter Starkie on Gypsies,Faith/Religion/Spirituality,expert on Gypsies,,,unknown,1/4 inch audio tape,KBOO Archives Room,,,Walter Starkie,,,,,,,,,,,,,,,
12008,7-0112,Play about the Washington Public Power Supply System Default,"Radio Theater, Energy/Natural Resources",play about WPPSS default,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,,,,,,,,,,,,,,,,
12002,7-0106,Counterforce,"War/Peace, Humor",Counterforce'-docu. on nuclear weapons strategy,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
12001,7-0105,Prescription for Survival,War/Peace,Prescription for Survival',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Daniel Ellsberg,,,,,,,,,,,,,,,
11999,7-0103,Liz Woody Interview,"Indigenous, Fiction",interview,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Liz Woody,,,,,,,,,,,,,,,
11995,7-0099,Pebble Springs Nuclear Hearings,Energy/Natural Resources,Pebble Springs nuke hearings,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
11992,7-0096,Alan Watts: The Libido for Ugliness,Faith/Religion/Spirituality,The Libido for Ugliness,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Alan Watts,,,,,,,,,,,,,,,
11991,7-0095,Alan Watts: Truth and Relativity,Faith/Religion/Spirituality,Truth & Relativity,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:23:24,,Alan Watts,,,,,,,,,,,,,,,
11990,7-0094,Alan Watts on Bernard Berenson's war diaries,Faith/Religion/Spirituality,on Bernard Berenson's war diaries,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Alan Watts,,,,,,,,,,,,,,,
11989,7-0093,Alan Watts on the work of Sokei-ahn Sasaki,Faith/Religion/Spirituality,on the work of Sokei-ahn Sasaki,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Alan Watts,,,,,,,,,,,,,,,
11988,7-0092,Alan Watts on Wm. Earl's 'Notes on the Death of Culture',Faith/Religion/Spirituality,on Wm. Earl's 'Notes on the Death of Culture',,,unknown,1/4 inch audio tape,KBOO Archives Room,00:23:12,,Alan Watts,,,,,,,,,,,,,,,
11987,7-0091,Alan Watts: Bang or Whimper (sequel),Faith/Religion/Spirituality,Bang or Whimper (sequel),,,unknown,1/4 inch audio tape,KBOO Archives Room,00:25:18,,Alan Watts,,,,,,,,,,,,,,,
11985,7-0089,Alan Watts answers questions from listeners,Faith/Religion/Spirituality,answers questions from listeners,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Alan Watts,,,,,,,,,,,,,,,
11984,7-0088,Alan Watts: Observations On The Beat Way of Life,"Faith/Religion/Spirituality, Fiction",Observations On The Beat Way of Life,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Alan Watts,,,,,,,,,,,,,,,
11983,7-0087,Alan Watts: Daylight Savings Time & God,Faith/Religion/Spirituality,Daylight Savings Time & God,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Alan Watts,,,,,,,,,,,,,,,
11982,7-0086,Alan Watts: Hinduism & the Veda,Faith/Religion/Spirituality,Hinduism & the Veda,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Alan Watts,,,,,,,,,,,,,,,
11981,7-0085,Alan Watts: Philosophy of Self-Improvement,Faith/Religion/Spirituality,Philosophy of Self-Improvement,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Alan Watts,,,,,,,,,,,,,,,
11980,7-0084,Alan Watts: Consciousness and Concentration,Faith/Religion/Spirituality,Consciousness and Concentration,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Alan Watts,,,,,,,,,,,,,,,
11979,7-0083,Alan Watts: Future of Christian Philosophy,Faith/Religion/Spirituality,Future of Christian Philosophy,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Alan Watts,,,,,,,,,,,,,,,
11978,7-0082,Alan Watts: Art Of Psychoanalysis,Faith/Religion/Spirituality,Art Of Psychoanalysis (2copies of 2nd reel),,,unknown,1/4 inch audio tape,KBOO Archives Room,01:25:00,,Alan Watts,,,,,,,,,,,,,,,
11977,7-0081,Alan Watts: Reflections on the Beat Generation,"Faith/Religion/Spirituality, Fiction",Reflections on the Beat Generation,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:28:00,,Alan Watts,,,,,,,,,,,,,,,
11969,7-0077,Kindred Spirits,Faith/Religion/Spirituality,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
11967,7-0075,Zen ceremony-The Way of Eiheiji,Faith/Religion/Spirituality,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
11952,7-0060,Molly Gloss Interview,Fiction,wrote The Jump-Off Creek,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:24:00,,Molly Gloss,,,,,,,,,,,,,,,
11949,7-0057,Sandra Scofield Interview,Fiction,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:25:00,,Sandra Scofield,,,,,,,,,,,,,,,
11935,7-0043,Libraries and the First Amendment,"Civil Liberties, libraries",,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,,,,,,,,,,,,,,,,
11927,7-0035,Hopi Native Thomas Banyacya Speaks,Indigenous,Thomas Banyacya speaks on Hopi prophecies and a trip to the United Nations.,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:20:00,,"Thomas Banyacya, Paul Roland (KBOO Host)",KBOO,,,,,,,Spirit Mountain Community Fund,The MediaPreserve,,,,,,
11924,7-0032,Inland Northwest Voices,Indigenous,"Voices of Spokane Indians. Interview with Pauleen Flett, Director of Northwest Spokane Indian Tribe. native american",,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Pauline Flett,KBOO,,,,,,,Spirit Mountain Community Fund,The MediaPreserve,,,,,,
11920,7-0028,They Grind Exceedingly Small,Fiction,A reading,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Ben Ames Williams,,,,,,,,,,,,,,,
11919,7-0027,"Kelly Barker talks about his documentary, 'Criminal Justice.'",Law/Courts/Crime,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:10:09,,Kelly Baker,,,,,,,,,,,,,,,
11908,7-0016,Excerpts from speeches by Russell Means,Indigenous,native-american,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Russell Means,,,,,,,,,,,,,,,
11900,7-0008,7-0008 title,Indigenous,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Dian Miller,,,,,,,,,,,,,,,
11899,7-0007,"On guns, armed struggle, and the FBI invasion of Puerto Rico","Indigenous, Police",,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:20:00,,Ward Churchill,,,,,,,,,,,,,,,
11898,7-0006,"Tom Kizzia, Alaskan author on Native culture",Indigenous,Author of In the Wake of an Unseen Object,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:27:00,,Tom Kizzia,,,,,,,,,,,,,,,
11897,7-0005,Women Versus Violence,Women,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:20:00,,Haifu Bindt-kad,,,,,,,,,,,,,,,
11890,5-1081,5-1081 title,,on TalkRadio,,,unknown,1/4 inch audio tape,KBOO Archives Room,01:30:00,,Derrick Bell,KBOO,,,,,,,,,,,,,,
11884,5-0092,5-0092 title,History,Paul Linneman-pledge pitch,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:01:00,,Margie Boule,KBOO,,,,,,,,,,,,,,
11883,5-0091,5-0091 title,"History, Youth",kids doing pledge pitches,,,unknown,1/4 inch audio tape,KBOO Archives Room,,,,KBOO,,,,,,,,,,,,,,
11882,5-0090,5-0090 title,History,BooBall promo,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:01:18,,Norman Solomon,KBOO,,,,,,,,,,,,,,
11881,5-0089,"Michael Henderson, commentator on KBOO in the 1990s",History,commentator on KBOO 1990's,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:03:26,,Michael Henderson,KBOO,,,,,,,,,,,,,,
11880,5-0088,5-0088 title,History,KBOO promo-editor of Z Magazine,,,unknown,1/4 inch audio tape,KBOO Archives Room,,,Michael Albert,KBOO,,,,,,,,,,,,,,
11879,5-0087,5-0087 title,"History, Film",KBOO promo,,,unknown,1/4 inch audio tape,KBOO Archives Room,,,Gus Van Sant,KBOO,,,,,,,,,,,,,,
11877,5-0085,5-0085 title,Poetry,,,,unknown,1/4 inch audio tape,KBOO Archives Room,,,David Polk,,,,,,,,,,,,,,,
11874,5-0082,5-0082 title,Sports,Blazermania. on proposed Rose Quarter,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:08:18,,Newall Gilchrist,,,,,,,,,,,,,,,
11868,5-0076,Bill Resnick commentary on his father,,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:03:34,,Bill Resnick (KBOO Host),KBOO,,,,,,,,,,,,,,
11867,5-0075,Bill Resnick commentary on men & intimacy,Sexuality,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:09:17,,Bill Resnick (KBOO Host),KBOO,,,,,,,,,,,,,,
11866,5-0074,Bill Resnick commentary on Ben Linder,,,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:05:29,,Bill Resnick (KBOO Host),KBOO,,,,,,,,,,,,,,
11861,5-0069,5-0069 title,"Drugs, Health",PSAs-don't take drugs; do floss teeth,,,unknown,1/4 inch audio tape,Missing,00:05:00,,Frank Zappa,,,,,,,,,,,,,,,
11849,5-0056,Jill Johnson at PSU (tape 2 of 2),"Civil Rights/Human Rights, LGBTQ",On A Queer Day You Can See Your Mother,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:30:00,,Jill Johnson,,,,,,,,,,,,,,,
11845,5-0052,5-0052 title,"Faith/Religion/Spirituality, Corporations",vox pop in toy stores at Christmas,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:15:00,,,,,,,,,,,,,,,,,
11844,5-0051,5-0051 title,Arts/Culture,A Man's A Man',,,unknown,1/4 inch audio tape,KBOO Archives Room,01:30:00,,Bertolt Brecht,,,,,,,,,,,,,,,
11839,5-0046,5-0046 title,"Drugs, Health, Activism",anti-smoking activist,,,unknown,1/4 inch audio tape,KBOO Archives Room,00:15:00,,Kirsten Cook,,,,,,,,,,,,,,,
11833,5-0040,5-0040 title,Poetry,readings in spanish,,,unknown,1/4 inch audio tape,KBOO Archives Room,02:30:00,,Frederico Lorca,,,,,,,,,,,,,,,
